Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-02-11,04:29:00,BK695238,Cancelled,C9950,Bike,Shivajinagar,Peenya,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Customer Demand,,,,
2025-02-25,07:48:00,BK516495,Success,C8037,eBike,RT Nagar,Vasanth Nagar,8.0,12.0,0,,0,,0,,434.0,32.0,4.1,4.2
2025-02-07,10:21:00,BK709341,Success,C5594,eBike,Vasanth Nagar,Koramangala,7.0,7.0,0,,0,,0,,428.0,20.0,4.4,4.1
2025-02-13,18:31:00,BK587638,Success,C2052,eBike,Bellandur,KR Puram,4.0,9.0,0,,0,,0,,92.0,43.0,3.6,4.5
2025-02-05,01:54:00,BK300040,Cancelled,C1420,Prime Sedan,Vasanth Nagar,RT Nagar,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-20,23:12:00,BK378852,Success,C6445,Mini,Banaswadi,Chandapura,6.0,5.0,0,,0,,0,,274.0,11.0,4.4,3.8
2025-02-13,15:45:00,BK541499,Cancelled,C4248,Prime Sedan,Vasanth Nagar,Peenya,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-17,22:05:00,BK824312,Success,C7819,Bike,Ulsoor,Kammanahalli,7.0,5.0,0,,0,,0,,82.0,22.0,3.8,3.6
2025-02-27,03:02:00,BK577737,Cancelled,C2434,Bike,Bangalore East,RT Nagar,,,1,Wrong Address,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-02,16:46:00,BK754490,Success,C4454,eBike,Indiranagar,Singasandra,7.0,10.0,0,,0,,0,,452.0,49.0,4.3,4.4
2025-02-08,14:28:00,BK684249,Cancelled,C3220,Prime Plus,Ulsoor,Jalahalli,,,1,Change of plans,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-23,01:55:00,BK346887,Success,C9968,Mini,Sree Chowdeshwari Nagar,Koramangala,11.0,10.0,0,,0,,0,,140.0,25.0,4.0,4.0
2025-02-12,05:01:00,BK310735,Success,C6500,Prime SUV,Yelahanka New Town,Sanjay Nagar,3.0,10.0,0,,0,,0,,394.0,26.0,4.9,4.1
2025-03-02,18:09:00,BK423031,Success,C8098,Prime SUV,Kudlu,Rajajinagar,9.0,9.0,0,,0,,0,,59.0,18.0,4.9,3.8
2025-02-14,11:26:00,BK849293,Cancelled,C5546,Prime Plus,Shivajinagar,Chandapura,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-26,04:49:00,BK323164,Success,C1710,Bike,Sahakaranagar,Bangalore Palace,7.0,8.0,0,,0,,0,,101.0,35.0,4.4,3.8
2025-02-11,06:10:00,BK485349,Cancelled,C7508,Prime Plus,Yelahanka,Kengeri,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-09,22:10:00,BK569812,Cancelled,C6627,eBike,Vijayanagar,Okalipuram,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-10,15:03:00,BK267625,Success,C2536,Auto,Sanjay Nagar,Raghavendra Colony,4.0,7.0,0,,0,,0,,243.0,9.0,4.4,3.5
2025-02-12,12:20:00,BK649258,Success,C2127,Mini,Peenya,Shivajinagar,9.0,8.0,0,,0,,0,,145.0,46.0,4.9,4.5
2025-02-11,10:19:00,BK810809,Cancelled,C4212,Auto,Yeshwanthpur,Rajajinagar,,,1,Change of plans,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-08,11:03:00,BK453343,Success,C8542,Mini,Bellandur,Marathahalli,5.0,12.0,0,,0,,0,,425.0,17.0,3.6,4.0
2025-02-11,09:49:00,BK807443,Success,C4317,Prime SUV,Bellandur,Chandapura,5.0,3.0,0,,0,,0,,331.0,46.0,4.2,4.2
2025-02-26,06:57:00,BK597915,Success,C8083,eBike,Bangalore Palace,Bengaluru East,7.0,4.0,0,,0,,0,,126.0,38.0,3.8,4.6
2025-02-20,11:41:00,BK889391,Cancelled,C2034,Auto,Hebbal,MG Road,,,1,Change of plans,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-22,21:40:00,BK745606,Success,C9321,Auto,MG Road,Whitefield,3.0,8.0,0,,0,,0,,462.0,28.0,4.8,4.3
2025-03-01,17:55:00,BK475794,Cancelled,C5899,Auto,Vijayanagar,Bengaluru East,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-08,15:16:00,BK954211,Success,C7074,Prime Plus,Indiranagar,Yelahanka New Town,8.0,4.0,0,,0,,0,,428.0,43.0,3.9,4.0
2025-02-21,20:01:00,BK453739,Cancelled,C4122,eBike,Bengaluru East,Rajagopal Nagar,,,1,Wrong Address,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-27,19:22:00,BK916729,Success,C3231,Mini,HSR Layout,Sanjay Nagar,7.0,12.0,0,,0,,0,,384.0,34.0,3.5,4.7
2025-02-16,11:35:00,BK663789,Success,C6239,Prime SUV,Okalipuram,Sanjay Nagar,12.0,12.0,0,,0,,0,,340.0,39.0,4.7,4.8
2025-02-25,08:19:00,BK984741,Success,C5701,Prime SUV,Ramanagara,KR Puram,9.0,3.0,0,,0,,0,,412.0,42.0,4.5,3.8
2025-02-01,20:43:00,BK454964,Success,C9274,Prime Sedan,Marathahalli,Bangalore Palace,6.0,9.0,0,,0,,0,,77.0,42.0,3.7,3.8
2025-02-27,12:03:00,BK122125,Cancelled,C4148,Prime Plus,CV Raman Nagar,Bengaluru East,,,1,Wrong Address,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-03,05:39:00,BK130399,Success,C5599,Bike,Raghavendra Colony,Sree Chowdeshwari Nagar,8.0,7.0,0,,0,,0,,131.0,21.0,4.3,4.4
2025-02-01,18:05:00,BK845652,Success,C3606,Mini,Sanjay Nagar,Whitefield,5.0,7.0,0,,0,,0,,72.0,46.0,4.5,4.9
2025-02-27,07:44:00,BK650451,Cancelled,C2098,Bike,Vasanth Nagar,Jayanagar,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-04,02:15:00,BK509316,Cancelled,C7968,Prime Sedan,Malleshwaram,Doddaballapur,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-17,01:57:00,BK980944,Success,C8005,Prime Plus,Kammanahalli,Bannergatta,11.0,11.0,0,,0,,0,,284.0,10.0,4.3,3.6
2025-02-15,19:16:00,BK750596,Success,C4324,Auto,Shivajinagar,Yelahanka,3.0,9.0,0,,0,,0,,294.0,49.0,3.6,4.3
2025-02-02,06:17:00,BK326894,Cancelled,C2101,Mini,Kasavanahalli,RT Nagar,,,1,Wrong Address,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-23,19:57:00,BK858371,Success,C8869,Prime Plus,Chandapura,Bangalore East,10.0,11.0,0,,0,,0,,188.0,14.0,3.9,3.7
2025-02-17,02:35:00,BK237597,Cancelled,C8302,Prime SUV,Peenya,RT Nagar,,,1,Driver asked to cancel,1,More than permitted people in there,1,Other Issue,,,,
2025-02-27,12:01:00,BK177391,Success,C6043,Prime Plus,Bellandur,Kudlu,9.0,5.0,0,,0,,0,,494.0,27.0,4.2,4.1
2025-02-02,15:30:00,BK806586,Success,C3027,Auto,Whitefield,Sanjay Nagar,7.0,3.0,0,,0,,0,,148.0,6.0,4.6,4.1
2025-02-02,07:55:00,BK335218,Cancelled,C9662,Prime Plus,Sahakaranagar,Kudlu,,,1,Wrong Address,1,Customer related issue,1,Customer Demand,,,,
2025-03-01,22:32:00,BK790163,Cancelled,C7052,Auto,Yelahanka,Bengaluru East,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Customer Demand,,,,
2025-02-05,04:38:00,BK870322,Success,C1496,Bike,Rajajinagar,Jayanagar,12.0,12.0,0,,0,,0,,52.0,16.0,4.1,4.1
2025-02-02,07:33:00,BK814792,Success,C4813,Bike,Chandapura,Singasandra,3.0,6.0,0,,0,,0,,166.0,41.0,4.6,4.0
2025-02-10,00:39:00,BK741582,Success,C9173,Prime Sedan,Shivajinagar,Banaswadi,6.0,10.0,0,,0,,0,,180.0,29.0,3.8,4.0
2025-02-26,01:17:00,BK201174,Success,C6207,Prime SUV,Bellandur,Jayanagar,4.0,6.0,0,,0,,0,,262.0,13.0,4.3,4.0
2025-02-28,22:03:00,BK190657,Cancelled,C9390,Prime Plus,Bangalore University,Vasanth Nagar,,,1,Change of plans,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-08,00:15:00,BK247264,Success,C3061,Auto,Kammanahalli,Raghavendra Colony,3.0,3.0,0,,0,,0,,417.0,29.0,4.2,5.0
2025-02-01,06:31:00,BK589596,Success,C3229,Bike,Kundalahalli,Bangalore Palace,4.0,9.0,0,,0,,0,,116.0,9.0,3.6,4.1
2025-02-06,20:02:00,BK517433,Success,C8721,eBike,Sarakki,RT Nagar,9.0,6.0,0,,0,,0,,127.0,44.0,4.1,4.3
2025-02-09,14:22:00,BK541098,Success,C4608,Bike,Marathahalli,Malleshwaram,8.0,10.0,0,,0,,0,,180.0,23.0,3.7,4.5
2025-02-13,13:49:00,BK895592,Success,C2068,Prime Sedan,Yelahanka,Kasavanahalli,10.0,5.0,0,,0,,0,,185.0,9.0,4.3,4.4
2025-02-13,14:09:00,BK361833,Success,C5129,eBike,Bangalore Palace,Raghavendra Colony,9.0,7.0,0,,0,,0,,96.0,40.0,4.9,3.8
2025-02-05,20:58:00,BK246251,Success,C1119,eBike,Peenya,Yeshwanthpur,5.0,6.0,0,,0,,0,,106.0,19.0,4.9,5.0
2025-02-09,00:27:00,BK751943,Success,C9159,eBike,HSR Layout,Kengeri,7.0,3.0,0,,0,,0,,123.0,22.0,4.3,4.9
2025-02-09,12:03:00,BK708947,Cancelled,C8866,eBike,Yeshwanthpur,Raghavendra Colony,,,1,Driver asked to cancel,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-28,00:56:00,BK721812,Success,C7801,Mini,Sahakaranagar,Bengaluru East,3.0,9.0,0,,0,,0,,437.0,26.0,4.0,3.6
2025-02-21,19:16:00,BK442627,Cancelled,C3203,Prime SUV,Sahakaranagar,Singasandra,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-15,13:24:00,BK424823,Cancelled,C6101,eBike,Vijayanagar,Singasandra,,,1,Wrong Address,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-17,18:06:00,BK745448,Success,C4551,Mini,Rajagopal Nagar,Bellandur,10.0,7.0,0,,0,,0,,417.0,46.0,3.5,3.8
2025-03-01,21:38:00,BK512469,Cancelled,C9123,eBike,Chandapura,Kengeri,,,1,Change of plans,1,Customer related issue,1,Customer Demand,,,,
2025-02-01,07:09:00,BK545074,Cancelled,C8843,eBike,RT Nagar,Yelahanka,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Other Issue,,,,
2025-02-17,19:26:00,BK659659,Success,C1107,Prime Sedan,Jayanagar,MG Road,12.0,10.0,0,,0,,0,,338.0,21.0,4.0,5.0
2025-02-23,00:00:00,BK829135,Success,C2123,Prime Sedan,Vijayanagar,HSR Layout,9.0,3.0,0,,0,,0,,214.0,44.0,4.5,3.8
2025-02-21,14:10:00,BK771366,Success,C8072,Prime Sedan,Frazer Town,Kasavanahalli,12.0,3.0,0,,0,,0,,412.0,43.0,4.4,4.2
2025-02-11,04:44:00,BK860216,Success,C9771,Bike,Banaswadi,Shivajinagar,12.0,9.0,0,,0,,0,,295.0,26.0,4.9,4.3
2025-02-26,23:34:00,BK755974,Success,C1304,Prime Sedan,MG Road,Kormangala 1st Block,6.0,5.0,0,,0,,0,,316.0,40.0,3.7,4.1
2025-02-19,22:25:00,BK652944,Success,C8342,Prime SUV,Vijayanagar,CV Raman Nagar,10.0,3.0,0,,0,,0,,295.0,43.0,4.0,4.2
2025-02-17,19:10:00,BK797434,Cancelled,C1472,Auto,Vasanth Nagar,Yelahanka,,,1,Wrong Address,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-16,18:10:00,BK705016,Cancelled,C9941,eBike,Kammanahalli,Rajajinagar,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-03-02,03:42:00,BK526137,Success,C7303,eBike,RT Nagar,Yeshwanthpur,9.0,12.0,0,,0,,0,,92.0,24.0,4.9,4.1
2025-02-20,11:45:00,BK333604,Success,C3194,Prime Plus,Indiranagar,Bommanahalli,4.0,4.0,0,,0,,0,,417.0,13.0,3.5,4.9
2025-02-17,22:27:00,BK119191,Cancelled,C2010,Bike,HSR Layout,Jakkur,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Other Issue,,,,
2025-03-02,02:41:00,BK971491,Success,C6737,Mini,Vijayanagar,Bangalore University,7.0,8.0,0,,0,,0,,348.0,6.0,4.3,3.7
2025-02-23,12:14:00,BK689077,Success,C7314,Bike,Jayanagar,Singasandra,7.0,9.0,0,,0,,0,,215.0,43.0,4.3,3.9
2025-02-15,18:47:00,BK205581,Success,C6559,Prime Plus,Yeshwanthpur,Frazer Town,6.0,8.0,0,,0,,0,,254.0,48.0,3.9,4.3
2025-02-27,10:56:00,BK995705,Cancelled,C3778,eBike,Yelahanka,Frazer Town,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Customer Demand,,,,
2025-03-01,12:42:00,BK541579,Success,C4984,Prime Plus,Yelahanka New Town,Jalahalli,5.0,10.0,0,,0,,0,,301.0,45.0,3.5,3.7
2025-02-06,11:24:00,BK327231,Success,C6339,Auto,KR Puram,Shivajinagar,8.0,12.0,0,,0,,0,,187.0,49.0,3.6,4.0
2025-02-23,05:58:00,BK251252,Success,C1245,Prime Sedan,Kudlu,Vasanth Nagar,3.0,12.0,0,,0,,0,,96.0,18.0,3.5,4.8
2025-02-27,00:09:00,BK782285,Success,C7320,Prime Sedan,Rajajinagar,Okalipuram,3.0,10.0,0,,0,,0,,187.0,8.0,4.6,4.5
2025-02-16,16:23:00,BK572915,Success,C4503,Mini,Whitefield,Shivajinagar,12.0,7.0,0,,0,,0,,257.0,44.0,4.9,3.7
2025-02-12,18:29:00,BK761790,Cancelled,C8725,eBike,Rajajinagar,Jakkur,,,1,Change of plans,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-01,01:17:00,BK604458,Success,C5175,Prime Sedan,Koramangala,Kasavanahalli,10.0,12.0,0,,0,,0,,155.0,15.0,4.9,4.1
2025-02-20,20:05:00,BK798848,Success,C1300,Mini,Yelahanka New Town,Bangalore Palace,9.0,12.0,0,,0,,0,,371.0,41.0,4.6,4.0
2025-02-10,12:08:00,BK906023,Success,C5435,Prime Plus,Ramanagara,Marathahalli,11.0,3.0,0,,0,,0,,249.0,21.0,3.6,4.2
2025-02-28,07:40:00,BK663566,Success,C7030,Prime SUV,Rajagopal Nagar,Jalahalli,9.0,11.0,0,,0,,0,,380.0,25.0,4.7,4.1
2025-02-14,19:26:00,BK874192,Success,C1473,Bike,Okalipuram,Shivajinagar,9.0,11.0,0,,0,,0,,415.0,14.0,3.9,3.7
2025-02-02,12:34:00,BK832790,Cancelled,C2898,Prime Plus,Bangalore University,Yeshwanthpur,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-10,19:29:00,BK888677,Cancelled,C4378,Prime Sedan,Yelahanka,Kengeri,,,1,Driver asked to cancel,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-10,05:42:00,BK188606,Cancelled,C1138,Mini,Yelahanka New Town,Sree Chowdeshwari Nagar,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Customer Demand,,,,
2025-03-01,17:40:00,BK490229,Success,C7362,Prime Plus,Kudlu,Chandapura,5.0,11.0,0,,0,,0,,144.0,9.0,3.7,4.8
2025-02-20,04:01:00,BK253399,Cancelled,C8866,Prime SUV,Doddaballapur,Yelahanka New Town,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-02,10:14:00,BK842942,Cancelled,C2109,eBike,Kammanahalli,MG Road,,,1,Wrong Address,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-21,01:44:00,BK961428,Success,C3008,eBike,Kundalahalli,KR Puram,3.0,10.0,0,,0,,0,,382.0,17.0,4.9,4.5
2025-02-04,20:35:00,BK597959,Success,C2819,Prime Sedan,Ulsoor,MG Road,12.0,8.0,0,,0,,0,,132.0,40.0,3.7,3.5
2025-02-15,14:27:00,BK919408,Success,C5478,Mini,Kasavanahalli,Ramanagara,5.0,6.0,0,,0,,0,,392.0,11.0,3.6,3.9
2025-02-15,07:38:00,BK701588,Cancelled,C1102,Prime Sedan,Sarakki,MG Road,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-18,03:34:00,BK970076,Cancelled,C6399,Prime SUV,Kundalahalli,Raghavendra Colony,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-03-02,22:21:00,BK536813,Success,C8136,Prime Sedan,Bengaluru East,Jalahalli,12.0,10.0,0,,0,,0,,322.0,28.0,4.7,4.3
2025-02-03,15:30:00,BK930968,Success,C7086,Prime Sedan,Banashankari,Yelahanka,4.0,7.0,0,,0,,0,,228.0,39.0,3.8,3.9
2025-02-07,22:37:00,BK408377,Cancelled,C9882,Mini,MG Road,Sarakki,,,1,Driver asked to cancel,1,Customer related issue,1,Other Issue,,,,
2025-02-23,04:50:00,BK929927,Cancelled,C9734,Bike,Bangalore University,Jakkur,,,1,Change of plans,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-15,14:53:00,BK679062,Success,C3611,Bike,Whitefield,Bommanahalli,12.0,10.0,0,,0,,0,,283.0,48.0,4.0,3.9
2025-02-26,04:24:00,BK568731,Success,C2856,Prime Plus,Bangalore University,Banaswadi,7.0,10.0,0,,0,,0,,139.0,43.0,4.8,3.7
2025-02-21,15:26:00,BK627704,Success,C7111,eBike,Basavanagudi,Bannergatta,5.0,11.0,0,,0,,0,,339.0,35.0,4.0,3.9
2025-02-02,00:27:00,BK334683,Success,C4738,Mini,Koramangala,Kudlu,10.0,5.0,0,,0,,0,,415.0,42.0,3.8,3.5
2025-03-02,13:53:00,BK361386,Cancelled,C2215,Prime Plus,Kammanahalli,Vasanth Nagar,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-26,07:27:00,BK100698,Success,C6403,Auto,Jalahalli,Yelahanka New Town,3.0,5.0,0,,0,,0,,442.0,29.0,5.0,4.9
2025-02-06,22:48:00,BK143372,Cancelled,C9335,Auto,Bangalore University,Bangalore Palace,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Customer Demand,,,,
2025-03-02,00:00:00,BK531510,Cancelled,C6780,Prime Sedan,Bengaluru East,Bangalore Palace,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-23,21:20:00,BK747901,Cancelled,C7001,Bike,HSR Layout,Whitefield,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Other Issue,,,,
2025-02-25,22:55:00,BK628885,Cancelled,C8638,Mini,Bellandur,Kormangala 1st Block,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-06,07:01:00,BK747063,Success,C1327,Prime Sedan,Doddaballapur,Rajajinagar,9.0,6.0,0,,0,,0,,264.0,46.0,3.5,3.6
2025-02-19,11:40:00,BK561375,Cancelled,C8453,Bike,Banaswadi,Kengeri,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Customer Demand,,,,
2025-02-23,10:11:00,BK876401,Success,C3734,Prime Plus,Sree Chowdeshwari Nagar,Bangalore East,5.0,6.0,0,,0,,0,,439.0,42.0,3.7,4.9
2025-02-01,07:32:00,BK545676,Success,C7086,Prime Plus,Jalahalli,Frazer Town,9.0,5.0,0,,0,,0,,301.0,13.0,3.8,4.7
2025-02-20,09:16:00,BK224029,Cancelled,C4943,Mini,Basavanagudi,Sarakki,,,1,Wrong Address,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-15,18:57:00,BK777754,Cancelled,C7765,Mini,Ulsoor,Doddaballapur,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Other Issue,,,,
2025-02-14,23:18:00,BK988647,Success,C4755,Auto,Bangalore Palace,Hebbal,12.0,12.0,0,,0,,0,,479.0,8.0,4.0,4.3
2025-02-24,17:19:00,BK761997,Success,C3958,Bike,Hebbal,Bangalore University,10.0,3.0,0,,0,,0,,451.0,35.0,4.3,4.6
2025-02-09,13:13:00,BK376577,Success,C1604,Mini,Kammanahalli,Kundalahalli,5.0,9.0,0,,0,,0,,433.0,16.0,4.0,4.1
2025-02-06,02:23:00,BK888042,Cancelled,C5796,Prime Plus,Sanjay Nagar,Yelahanka New Town,,,1,Wrong Address,1,Customer related issue,1,Other Issue,,,,
2025-02-27,10:11:00,BK973366,Success,C6557,Prime Plus,Banashankari,Marathahalli,6.0,5.0,0,,0,,0,,277.0,25.0,4.8,4.9
2025-02-09,09:21:00,BK406741,Success,C1704,Bike,Singasandra,MG Road,4.0,11.0,0,,0,,0,,283.0,5.0,4.7,4.6
2025-03-02,23:50:00,BK294882,Success,C9294,Prime Sedan,Kudlu,Bannergatta,3.0,10.0,0,,0,,0,,413.0,10.0,3.5,4.2
2025-02-06,17:46:00,BK785161,Cancelled,C1721,eBike,MG Road,Basavanagudi,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-24,09:27:00,BK136720,Cancelled,C7078,Mini,Rajajinagar,Yelahanka New Town,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-10,17:10:00,BK691502,Cancelled,C1656,Auto,Kengeri,Bellandur,,,1,Change of plans,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-28,15:40:00,BK149748,Success,C4367,Bike,Shivajinagar,Basavanagudi,7.0,10.0,0,,0,,0,,238.0,48.0,4.5,4.8
2025-02-22,15:20:00,BK236456,Success,C5363,eBike,CV Raman Nagar,Rajajinagar,12.0,7.0,0,,0,,0,,441.0,31.0,3.7,3.8
2025-02-25,17:08:00,BK329638,Cancelled,C3049,Auto,Sree Chowdeshwari Nagar,Ulsoor,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-08,10:42:00,BK202653,Success,C3131,Prime Sedan,Bellandur,Jakkur,3.0,11.0,0,,0,,0,,103.0,46.0,4.3,4.6
2025-02-26,15:54:00,BK418456,Cancelled,C5535,Auto,Doddaballapur,RT Nagar,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-18,01:08:00,BK457165,Cancelled,C6776,Mini,MG Road,Rajajinagar,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-07,15:01:00,BK933873,Success,C3587,Bike,MG Road,Indiranagar,10.0,12.0,0,,0,,0,,90.0,37.0,4.1,4.2
2025-02-14,16:48:00,BK117301,Cancelled,C5374,Prime Plus,Sanjay Nagar,Sarakki,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-06,15:32:00,BK545290,Cancelled,C5583,Prime Plus,Bannergatta,Kasavanahalli,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Other Issue,,,,
2025-03-02,03:32:00,BK453486,Success,C1871,Bike,Jalahalli,Sree Chowdeshwari Nagar,3.0,3.0,0,,0,,0,,67.0,25.0,4.9,4.8
2025-02-21,20:32:00,BK323672,Cancelled,C8116,Prime Plus,Kundalahalli,Vasanth Nagar,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Other Issue,,,,
2025-02-13,01:01:00,BK803714,Success,C5399,Bike,Bellandur,MG Road,5.0,11.0,0,,0,,0,,224.0,26.0,3.7,3.8
2025-02-20,17:22:00,BK120112,Success,C5317,Prime Sedan,Bangalore Palace,Yelahanka,7.0,9.0,0,,0,,0,,467.0,26.0,4.3,4.8
2025-02-20,11:04:00,BK316796,Success,C3268,Auto,Sanjay Nagar,Yelahanka,4.0,12.0,0,,0,,0,,400.0,33.0,4.7,3.9
2025-02-16,12:44:00,BK378471,Cancelled,C1549,Auto,Bangalore East,MG Road,,,1,Driver asked to cancel,1,Customer related issue,1,Customer Demand,,,,
2025-02-11,13:30:00,BK922924,Success,C9736,Mini,Singasandra,Chikkajala,10.0,11.0,0,,0,,0,,64.0,17.0,4.8,3.6
2025-02-24,01:38:00,BK169536,Success,C4741,Prime Sedan,Yeshwanthpur,Sanjay Nagar,11.0,12.0,0,,0,,0,,485.0,6.0,3.9,3.5
2025-02-06,12:31:00,BK485916,Success,C3706,Prime SUV,Malleshwaram,MG Road,4.0,9.0,0,,0,,0,,350.0,41.0,4.7,4.5
2025-02-11,02:33:00,BK348159,Success,C7703,Prime Sedan,Okalipuram,Sanjay Nagar,7.0,9.0,0,,0,,0,,104.0,34.0,4.5,4.0
2025-02-24,02:14:00,BK803825,Cancelled,C3114,Prime Plus,Chandapura,Sanjay Nagar,,,1,Change of plans,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-25,11:39:00,BK943659,Success,C6150,Bike,Doddaballapur,Bangalore East,6.0,4.0,0,,0,,0,,211.0,19.0,4.0,5.0
2025-02-24,11:42:00,BK761210,Success,C8670,Auto,Basavanagudi,KR Puram,4.0,10.0,0,,0,,0,,249.0,7.0,4.7,4.1
2025-02-16,12:52:00,BK809711,Cancelled,C1469,Mini,Sahakaranagar,Vasanth Nagar,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-16,21:16:00,BK107938,Success,C7655,eBike,Malleshwaram,Chikkajala,12.0,5.0,0,,0,,0,,495.0,48.0,4.2,3.9
2025-02-17,20:12:00,BK252638,Success,C6908,Mini,Jayanagar,Sanjay Nagar,3.0,11.0,0,,0,,0,,260.0,50.0,4.7,4.0
2025-02-18,19:20:00,BK141988,Cancelled,C9264,Auto,Yeshwanthpur,Raghavendra Colony,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-23,18:58:00,BK145212,Success,C5124,eBike,Kundalahalli,Yeshwanthpur,9.0,7.0,0,,0,,0,,301.0,11.0,4.9,4.5
2025-02-25,15:15:00,BK145187,Success,C3255,Prime Plus,Rajajinagar,Whitefield,3.0,4.0,0,,0,,0,,497.0,16.0,4.8,3.5
2025-02-06,17:30:00,BK418101,Cancelled,C3132,Auto,Vasanth Nagar,Banaswadi,,,1,Driver asked to cancel,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-12,05:51:00,BK385810,Success,C9522,Prime SUV,Sanjay Nagar,Bellandur,5.0,4.0,0,,0,,0,,55.0,17.0,3.7,4.5
2025-02-27,18:30:00,BK865911,Success,C6231,Prime SUV,Bangalore East,Bengaluru East,9.0,5.0,0,,0,,0,,335.0,29.0,4.3,4.7
2025-02-04,15:18:00,BK416378,Success,C3709,eBike,Rajajinagar,Banashankari,7.0,11.0,0,,0,,0,,111.0,33.0,4.5,3.8
2025-02-17,18:50:00,BK950888,Cancelled,C2690,Bike,Frazer Town,Indiranagar,,,1,Change of plans,1,The customer was coughing/sick,1,Other Issue,,,,
